current_hunt_code,current_prefix,current_hunt_name,species,sex_type,weapon,hunt_type,season,in_database_2026,database_permits_2026_res,database_permits_2026_nonres,database_permits_2026_total,overlay_source_files,historical_hunt_code,historical_prefix,candidate_historical_codes,historical_years,relationship_type,crosswalk_status,mapping_confidence,mapping_method,data_quality_grade,backcheck_best_match_method,backcheck_reason_code,backcheck_candidates,full_joined_name_match_codes,full_joined_exact_history_years,full_joined_name_match_years,recommended_model_behavior,source_files,notes
EL3089,EL,Mt Dutton,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3089,EB,EB3011|EB3049|EB3050|EB3089|EB3113|EB3186|EB3187,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3011|EB3049|EB3050|EB3089|EB3113|EB3186|EB3187,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3091,EL,North Slope Three Corners,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3091,EB,EB3013|EB3053|EB3091|EB3115|EB3210,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3013|EB3053|EB3091|EB3115|EB3210,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3093,EL,Panguitch Lake,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3093,EB,EB3015|EB3056|EB3057|EB3093|EB3117|EB3188|EB3189|EL3057,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3015|EB3056|EB3057|EB3093|EB3117|EB3188|EB3189|EL3057,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3096,EL,Fishlake/Thousand Lakes,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3096,EB,EB3018|EB3063|EB3064|EB3065|EB3096|EB3120|EB3192|EL3065,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3018|EB3063|EB3064|EB3065|EB3096|EB3120|EB3192|EL3065,,2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3097,EL,San Juan Bull Elk,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3097,EB,EB3019|EB3066|EB3067|EB3097|EB3121|EB3193|EB3194|EL3066|EL3194,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3019|EB3066|EB3067|EB3097|EB3121|EB3193|EB3194|EL3066|EL3194,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3098,EL,Diamond Mtn,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3098,EB,EB3020|EB3068|EB3069|EB3098|EB3122|EB3195|EB3196|EB3617|EL3068|EL3196,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3020|EB3068|EB3069|EB3098|EB3122|EB3195|EB3196|EB3617|EL3068|EL3196,,2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3100,EL,Wasatch Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3100,EB,EB3022|EB3072|EB3073|EB3100|EB3124|EB3127|EB3199|EL3022|EL3072|EL3100|EL3127,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,2021:EB3022:Wasatch Mtns; 2021:EB3100:Wasatch Mtns; 2021:EB3124:Wasatch Mtns; 2022:EB3022:Wasatch Mtns; 2022:EB3072:Wasatch Mtns; 2022:EB3073:Wasatch Mtns; 2022:EB3100:Wasatch Mtns; 2022:EB3124:Wasatch Mtns; 2022:EB3127:Wasatch Mtns; 2023:EB3022:Wasatch Mtns; 2023:EB3072:Wasatch Mtns; 2023:EB3073:Wasatch Mtns; 2023:EB3100:Wasatch Mtns; 2023:EB3124:Wasatch Mtns; 2023:EB3127:Wasatch Mtns; 2023:EB3199:Wasatch Mtns; 2024:EB3022:Wasatch Mtns; 2024:EB3072:Wasatch Mtns; 2024:EB3073:Wasatch Mtns; 2024:EB3100:Wasatch Mtns; 2024:EB3124:Wasatch Mtns; 2024:EB3127:Wasatch Mtns; 2024:EB3199:Wasatch Mtns,EB3022|EB3072|EB3073|EB3100|EB3124|EB3127|EB3199|EL3022|EL3072|EL3100|EL3127,2025,2021|2022|2023|2024|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3126,EL,Manti,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,YES,,,,,EB3126,EB,EB3006|EB3038|EB3039|EB3084|EB3108|EB3126|EB3172|EL3038|EL3039|EL3084|EL3126,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,2024:EB3006:Manti; 2024:EB3038:Manti; 2024:EB3039:Manti; 2024:EB3084:Manti; 2024:EB3108:Manti; 2024:EB3126:Manti; 2024:EB3172:Manti,EB3006|EB3038|EB3039|EB3084|EB3108|EB3126|EB3172|EL3038|EL3039|EL3084|EL3126,2025,2024|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3127,EL,Wasatch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,YES,,,,,EB3127,EB,EB3022|EB3072|EB3073|EB3100|EB3124|EB3127|EB3199|EL3022|EL3072|EL3100|EL3127,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,2021:EB3022:Wasatch Mtns; 2021:EB3100:Wasatch Mtns; 2021:EB3124:Wasatch Mtns; 2022:EB3022:Wasatch Mtns; 2022:EB3072:Wasatch Mtns; 2022:EB3073:Wasatch Mtns; 2022:EB3100:Wasatch Mtns; 2022:EB3124:Wasatch Mtns; 2022:EB3127:Wasatch Mtns; 2023:EB3022:Wasatch Mtns; 2023:EB3072:Wasatch Mtns; 2023:EB3073:Wasatch Mtns; 2023:EB3100:Wasatch Mtns; 2023:EB3124:Wasatch Mtns; 2023:EB3127:Wasatch Mtns; 2023:EB3199:Wasatch Mtns; 2024:EB3022:Wasatch Mtns; 2024:EB3072:Wasatch Mtns; 2024:EB3073:Wasatch Mtns; 2024:EB3100:Wasatch Mtns; 2024:EB3124:Wasatch Mtns; 2024:EB3127:Wasatch Mtns; 2024:EB3199:Wasatch Mtns,EB3022|EB3072|EB3073|EB3100|EB3124|EB3127|EB3199|EL3022|EL3072|EL3100|EL3127,2025,2021|2022|2023|2024|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3130,EL,Box Elder Pilot Mtn,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 07 2025 - Private Land Only,YES,,,,,EB3130,EB,EB3031|EB3130|EB3209,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3031|EB3130|EB3209,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3132,EL,Cache North,Elk,Bull,Archery,Limited Entry - Private Land Only,Sept 01 2025 - Sept 30 2025 - Private Land Only,YES,,,,,EB3132,EB,EB3132|EB3139,2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3132|EB3139,,2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3135,EL,Barney Top/Kaiparowits,Elk,Bull,Archery,Limited Entry - Private Land Only,Sept 01 2025 - Sept 30 2025 - Private Land Only,YES,,,,,EB3135,EB,EB3135|EB3142,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3135|EB3142,,2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3136,EL,Southwest Desert North,Elk,Bull,Archery,Limited Entry - Private Land Only,Sept 01 2025 - Sept 30 2025 - Private Land Only,YES,,,,,EB3136,EB,EB3136|EB3143|EL3136,2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3136|EB3143,,2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv|processed_data/historical_le_to_eb_crosswalk_2024.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3137,EL,West Desert Deep Creek,Elk,Bull,Archery,Limited Entry - Private Land Only,Sept 01 2025 - Sept 30 2025 - Private Land Only,YES,,,,,EB3137,EB,EB3137|EB3144|EL3144,2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3137|EB3144|EL3144,,2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3139,EL,Cache North,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Nov 08 2025 - Nov 30 2025 - Private Land Only,YES,,,,,EB3139,EB,EB3132|EB3139,2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3132|EB3139,,2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3142,EL,Barney Top/Kaiparowits,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Nov 08 2025 - Nov 30 2025 - Private Land Only,YES,,,,,EB3142,EB,EB3135|EB3142,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3135|EB3142,,2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3143,EL,Southwest Desert North,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Nov 08 2025 - Nov 30 2025 - Private Land Only,YES,,,,,EB3143,EB,EB3136|EB3143,2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3136|EB3143,,2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3144,EL,West Desert Deep Creek,Elk,Bull,"HAMSS (Handgun, Archery, Muzzleloader, Shotgun or Straight-walled rifle)",Limited Entry - Private Land Only,Nov 08 2025 - Nov 30 2025 - Private Land Only,YES,,,,,EB3144,EB,EB3137|EB3144|EL3144,2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,"2022:EB3137:West Desert, Deep Creek; 2022:EB3144:West Desert, Deep Creek; 2023:EB3137:West Desert, Deep Creek; 2023:EB3144:West Desert, Deep Creek; 2024:EB3137:West Desert, Deep Creek; 2024:EB3144:West Desert, Deep Creek",EB3137|EB3144|EL3144,2025,2022|2023|2024|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3145,EL,Boulder,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,YES,,,,,EB3145,EB,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,,2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3146,EL,Southwest Desert South,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,YES,,,,,EB3146,EB,EB3146|EB3149|EB3152|EB3155|EB3157|EB3197|EB3198|EL3149|EL3152|EL3198,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3146|EB3149|EB3152|EB3155|EB3157|EB3197|EB3198|EL3149|EL3152|EL3198,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3147,EL,Box Elder Grouse Creek,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,YES,,,,,EB3147,EB,EB3128|EB3147|EB3150|EB3153,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3128|EB3147|EB3150|EB3153,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3148,EL,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,YES,,,,,EB3148,EB,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,,2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3149,EL,Southwest Desert South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,YES,,,,,EB3149,EB,EB3146|EB3149|EB3152|EB3155|EB3157|EB3197|EB3198|EL3149|EL3152|EL3198,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,"2021:EB3146:Southwest Desert, South; 2021:EB3155:Southwest Desert, South; 2021:EB3157:Southwest Desert, South; 2022:EB3146:Southwest Desert, South; 2022:EB3149:Southwest Desert, South; 2022:EB3152:Southwest Desert, South; 2022:EB3155:Southwest Desert, South; 2022:EB3157:Southwest Desert, South; 2023:EB3146:Southwest Desert, South; 2023:EB3149:Southwest Desert, South; 2023:EB3152:Southwest Desert, South; 2023:EB3155:Southwest Desert, South; 2023:EB3157:Southwest Desert, South; 2023:EB3197:Southwest Desert, South; 2023:EB3198:Southwest Desert, South; 2024:EB3146:Southwest Desert, South; 2024:EB3149:Southwest Desert, South; 2024:EB3152:Southwest Desert, South; 2024:EB3155:Southwest Desert, South; 2024:EB3157:Southwest Desert, South; 2024:EB3197:Southwest Desert, South; 2024:EB3198:Southwest Desert, South",EB3146|EB3149|EB3152|EB3155|EB3157|EB3197|EB3198|EL3149|EL3152|EL3198,2025,2021|2022|2023|2024|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3150,EL,Box Elder Grouse Creek,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,YES,,,,,EB3150,EB,EB3128|EB3147|EB3150|EB3153,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3128|EB3147|EB3150|EB3153,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3151,EL,Boulder,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,YES,,,,,EB3151,EB,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,,2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
