"hunt_code","boundary_id","hunt_name","species","hunt_class","hunt_type","draw_family","weapon","sex_type","youth_flag","eligibility_class","season","permits_2025_res","permits_2025_nr","permits_2025_total","avg_points_2025","hunters_2025","harvest_2025","success_percent_2025","avg_days_2025","satisfaction_2025","access_type","permits_2026_res","permits_2026_nr","permits_2026_total","permit_status","permit_allocation_type","permit_source_authority","permit_note","has_harvest","has_bonus_draw","has_antlerless_draw","source_file","permit_overlay_source","source_authority","data_status","permits_2025_draw_res","permits_2025_draw_nr","draw_2025_bg_pdf_page","draw_2025_bg_report_page","draw_2025_type","draw_2025_species_section","permits_2025_draw_total","huntCode","code","title","unitName","unitCode","boundaryId","boundary_id_numeric","boundary_token","resolvedBoundaryIds"
"PD1035","81","Fillmore, Oak Creek South","Pronghorn","Antlerless","General Season","NONE","Any Legal Weapon","Antlerless","False","STANDARD","Nov 01 2025 - Nov 29 2025","27.0","3.0","30.0","","27.0","27.0","100.0","1.6","4.3","Public","27.0","3.0","30.0","FULL_SPLIT","","","","True","False","True","pronghorn doe.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","","","","","","","","PD1035","PD1035","Fillmore, Oak Creek South","Fillmore, Oak Creek South","81","81","81","81","81"
"PD1043","882","Nine Mile, Anthro-Pleasant Valley","Pronghorn","Antlerless","General Season","NONE","Any Legal Weapon","Antlerless","False","STANDARD","Aug 01 2025 - Aug 16 2025","9.0","1.0","10.0","","10.0","10.0","100.0","1.0","4.5","Public","9.0","1.0","10.0","FULL_SPLIT","","","","True","False","True","pronghorn doe.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","","","","","","","","PD1043","PD1043","Nine Mile, Anthro-Pleasant Valley","Nine Mile, Anthro-Pleasant Valley","882","882","882","882","882"
"PD1044","895","Vernal-Ouray Valley","Pronghorn","Antlerless","General Season","NONE","Any Legal Weapon","Antlerless","False","STANDARD","Oct 04 2025 - Oct 16 2025","9.0","1.0","10.0","","7.0","6.0","85.7","3.6","2.9","Public","4.0","1.0","5.0","FULL_SPLIT","","","","True","False","True","pronghorn doe.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","","","","","","","","PD1044","PD1044","Vernal-Ouray Valley","Vernal-Ouray Valley","895","895","895","895","895"
"PD1056","703","Parker Mtn","Pronghorn","Antlerless","General Season","NONE","Any Legal Weapon","Antlerless","False","STANDARD","Dec 13 2025 - Dec 21 2025","36.0","4.0","40.0","","32.0","22.0","68.8","1.6","4.2","Public","36.0","4.0","40.0","FULL_SPLIT","","","","True","False","True","pronghorn doe.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","","","","","","","","PD1056","PD1056","Parker Mtn","Parker Mtn","703","703","703","703","703"
"PD1057","873","Parker Mtn, Highlands","Pronghorn","Antlerless","General Season","NONE","Any Legal Weapon","Antlerless","False","STANDARD","Oct 08 2025 - Oct 16 2025","31.0","4.0","35.0","","32.0","29.0","90.6","1.2","4.5","Public","27.0","3.0","30.0","FULL_SPLIT","","","","True","False","True","pronghorn doe.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","","","","","","","","PD1057","PD1057","Parker Mtn, Highlands","Parker Mtn, Highlands","873","873","873","873","873"
"PD1058","873","Parker Mtn, Highlands","Pronghorn","Antlerless","General Season","NONE","Any Legal Weapon","Antlerless","False","STANDARD","Nov 22 2025 - Nov 30 2025","36.0","4.0","40.0","","33.0","15.0","45.5","2.4","3.2","Public","36.0","4.0","40.0","FULL_SPLIT","","","","True","False","True","pronghorn doe.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","","","","","","","","PD1058","PD1058","Parker Mtn, Highlands","Parker Mtn, Highlands","873","873","873","873","873"
"PD1059","940","Parker Mtn, Plains","Pronghorn","Antlerless","General Season","NONE","Any Legal Weapon","Antlerless","False","STANDARD","Oct 08 2025 - Oct 16 2025","27.0","3.0","30.0","","23.0","19.0","82.6","1.7","4.3","Public","31.0","4.0","35.0","FULL_SPLIT","","","","True","False","True","pronghorn doe.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","","","","","","","","PD1059","PD1059","Parker Mtn, Plains","Parker Mtn, Plains","940","940","940","940","940"
"PD1060","940","Parker Mtn, Plains","Pronghorn","Antlerless","General Season","NONE","Any Legal Weapon","Antlerless","False","STANDARD","Nov 22 2025 - Nov 30 2025","36.0","4.0","40.0","","35.0","30.0","85.7","2.0","3.7","Public","36.0","4.0","40.0","FULL_SPLIT","","","","True","False","True","pronghorn doe.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","","","","","","","","PD1060","PD1060","Parker Mtn, Plains","Parker Mtn, Plains","940","940","940","940","940"
"PD1054","703","Parker Mtn","Pronghorn","Antlerless","General Season","NONE","Archery","Antlerless","False","STANDARD","Aug 30 2025 - Sep 12 2025","27.0","3.0","30.0","","20.0","4.0","20.0","3.9","3.9","Public","27.0","3.0","30.0","FULL_SPLIT","","","","True","False","True","pronghorn doe.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","","","","","","","","PD1054","PD1054","Parker Mtn","Parker Mtn","703","703","703","703","703"
"PD1055","703","Parker Mtn","Pronghorn","Antlerless","General Season","NONE","Muzzleloader","Antlerless","False","STANDARD","Oct 29 2025 - Nov 08 2025","31.0","4.0","35.0","","30.0","13.0","43.3","2.5","3.8","Public","31.0","4.0","35.0","FULL_SPLIT","","","","True","False","True","pronghorn doe.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","","","","","","","","PD1055","PD1055","Parker Mtn","Parker Mtn","703","703","703","703","703"
"PB5025","628","Beaver","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","40.0","4.0","44.0","","44.0","40.0","90.9","1.5","4.2","Public","43.0","5.0","48.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","39","4","429","520","Bonus Point Draw Results","","43","PB5025","PB5025","Beaver","Beaver","628","628","628","628","628"
"PB5026","667","Book Cliffs, Bitter Creek","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","50.0","6.0","56.0","","56.0","48.0","85.7","1.9","3.9","Public","50.0","6.0","56.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","49","6","430","521","Bonus Point Draw Results","","55","PB5026","PB5026","Book Cliffs, Bitter Creek","Book Cliffs, Bitter Creek","667","667","667","667","667"
"PB5027","15","Book Cliffs, South","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","31.0","3.0","34.0","","36.0","36.0","100.0","1.5","4.4","Public","34.0","4.0","38.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","31","3","431","522","Bonus Point Draw Results","","34","PB5027","PB5027","Book Cliffs, South","Book Cliffs, South","15","15","15","15","15"
"PB5028","24","Box Elder, Promontory","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","14.0","2.0","16.0","","17.0","12.0","70.6","2.1","3.8","Public","14.0","2.0","16.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","14","2","432","523","Bonus Point Draw Results","","16","PB5028","PB5028","Box Elder, Promontory","Box Elder, Promontory","24","24","24","24","24"
"PB5029","25","Box Elder, Puddle Valley","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","14.0","2.0","16.0","","16.0","14.0","87.5","2.2","4.1","Public","14.0","2.0","16.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","14","2","433","524","Bonus Point Draw Results","","16","PB5029","PB5029","Box Elder, Puddle Valley","Box Elder, Puddle Valley","25","25","25","25","25"
"PB5030","27","Box Elder, Snowville","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","27.0","3.0","30.0","","32.0","24.0","75.0","2.0","4.1","Public","28.0","3.0","31.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","27","3","434","525","Bonus Point Draw Results","","30","PB5030","PB5030","Box Elder, Snowville","Box Elder, Snowville","27","27","27","27","27"
"PB5031","755","Box Elder, West","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","27.0","3.0","30.0","","32.0","26.0","81.3","2.2","3.9","Public","30.0","3.0","33.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","27","3","435","526","Bonus Point Draw Results","","30","PB5031","PB5031","Box Elder, West","Box Elder, West","755","755","755","755","755"
"PB5033","81","Fillmore, Oak Creek South","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","40.0","5.0","45.0","","47.0","46.0","97.9","2.1","4.3","Public","46.0","5.0","51.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","38","5","436","527","Bonus Point Draw Results","","43","PB5033","PB5033","Fillmore, Oak Creek South","Fillmore, Oak Creek South","81","81","81","81","81"
"PB5034","97","Kaiparowits","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","2.0","0.0","2.0","","2.0","1.0","50.0","3.5","3.0","Public","2.0","0.0","2.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","2","0","437","528","Bonus Point Draw Results","","2","PB5034","PB5034","Kaiparowits","Kaiparowits","97","97","97","97","97"
"PB5035","688","La Sal, Potash/South Cisco","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","20.0","2.0","22.0","","23.0","23.0","100.0","1.7","4.5","Public","22.0","2.0","24.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","20","2","438","529","Bonus Point Draw Results","","22","PB5035","PB5035","La Sal, Potash/South Cisco","La Sal, Potash/South Cisco","688","688","688","688","688"
"PB5037","129","Nine Mile, Anthro-Myton Bench","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","89.0","10.0","99.0","","100.0","83.0","83.0","2.1","3.7","Public","89.0","10.0","99.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","87","9","439","530","Bonus Point Draw Results","","96","PB5037","PB5037","Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench","129","129","129","129","129"
"PB5038","277","Nine Mile, Range Creek","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","11.0","1.0","12.0","","13.0","13.0","100.0","1.8","4.8","Public","13.0","1.0","14.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","11","1","440","531","Bonus Point Draw Results","","12","PB5038","PB5038","Nine Mile, Range Creek","Nine Mile, Range Creek","277","277","277","277","277"
"PB5039","138","North Slope, Summit","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","15.0","2.0","17.0","","17.0","13.0","76.5","2.3","3.8","Public","15.0","2.0","17.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","15","2","441","532","Bonus Point Draw Results","","17","PB5039","PB5039","North Slope, Summit","North Slope, Summit","138","138","138","138","138"
"PB5040","289","North Slope, Three Corners/West Daggett","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","34.0","4.0","38.0","","39.0","36.0","92.3","1.7","3.8","Public","29.0","3.0","32.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","34","4","442","533","Bonus Point Draw Results","","38","PB5040","PB5040","North Slope, Three Corners/West Daggett","North Slope, Three Corners/West Daggett","289","289","289","289","289"
"PB5041","718","Panguitch Lake/Zion, North","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","21.0","2.0","23.0","","25.0","25.0","100.0","1.7","4.3","Public","21.0","2.0","23.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","21","2","443","534","Bonus Point Draw Results","","23","PB5041","PB5041","Panguitch Lake/Zion, North","Panguitch Lake/Zion, North","718","718","718","718","718"
"PB5042","636","Pine Valley","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","21.0","2.0","23.0","","23.0","16.0","69.6","2.3","3.6","Public","21.0","2.0","23.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","20","2","444","535","Bonus Point Draw Results","","22","PB5042","PB5042","Pine Valley","Pine Valley","636","636","636","636","636"
"PB5044","186","San Juan, Hatch Point","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","4.0","0.0","4.0","","4.0","4.0","100.0","1.8","3.5","Public","3.0","0.0","3.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","4","0","445","536","Bonus Point Draw Results","","4","PB5044","PB5044","San Juan, Hatch Point","San Juan, Hatch Point","186","186","186","186","186"
"PB5045","443","San Rafael, Desert","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","5.0","1.0","6.0","","6.0","5.0","83.3","2.5","4.3","Public","7.0","1.0","8.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","5","1","446","537","Bonus Point Draw Results","","6","PB5045","PB5045","San Rafael, Desert","San Rafael, Desert","443","443","443","443","443"
"PB5046","194","San Rafael, North","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","59.0","7.0","66.0","","70.0","65.0","92.9","2.2","4.3","Public","62.0","7.0","69.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","56","6","447","538","Bonus Point Draw Results","","62","PB5046","PB5046","San Rafael, North","San Rafael, North","194","194","194","194","194"
"PB5047","461","Diamond Mtn/Bonanza","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","50.0","6.0","56.0","","55.0","50.0","90.9","2.0","4.0","Public","50.0","6.0","56.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","48","5","448","539","Bonus Point Draw Results","","53","PB5047","PB5047","Diamond Mtn/Bonanza","Diamond Mtn/Bonanza","461","461","461","461","461"
"PB5048","208","Vernal","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","59.0","7.0","66.0","","65.0","51.0","78.5","2.2","3.4","Public","54.0","6.0","60.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","59","7","449","540","Bonus Point Draw Results","","66","PB5048","PB5048","Vernal","Vernal","208","208","208","208","208"
"PB5049","625","Southwest Desert","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","94.0","11.0","105.0","","107.0","92.0","86.0","2.4","4.0","Public","94.0","11.0","105.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","92","10","450","541","Bonus Point Draw Results","","102","PB5049","PB5049","Southwest Desert","Southwest Desert","625","625","625","625","625"
"PB5050","244","West Desert, Riverbed","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","67.0","7.0","74.0","","78.0","74.0","94.9","2.1","4.5","Public","73.0","8.0","81.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","66","7","451","542","Bonus Point Draw Results","","73","PB5050","PB5050","West Desert, Riverbed","West Desert, Riverbed","244","244","244","244","244"
"PB5051","245","West Desert, Rush Valley","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","32.0","4.0","36.0","","36.0","34.0","94.4","1.9","4.4","Public","32.0","4.0","36.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","32","4","452","543","Bonus Point Draw Results","","36","PB5051","PB5051","West Desert, Rush Valley","West Desert, Rush Valley","245","245","245","245","245"
"PB5052","246","West Desert, Snake Valley","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","86.0","10.0","96.0","","99.0","80.0","80.8","2.6","3.8","Public","95.0","11.0","106.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","86","10","453","544","Bonus Point Draw Results","","96","PB5052","PB5052","West Desert, Snake Valley","West Desert, Snake Valley","246","246","246","246","246"
"PB5073","38","Cache, Rich","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","6.0","0.0","6.0","","6.0","5.0","83.3","1.7","4.5","Public","6.0","0.0","6.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","6","0","465","556","Bonus Point Draw Results","","6","PB5073","PB5073","Cache, Rich","Cache, Rich","38","38","38","38","38"
"PB5076","703","Parker Mtn","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","72.0","8.0","80.0","","77.0","74.0","96.1","1.7","4.6","Public","135.0","15.0","150.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","72","7","468","559","Bonus Point Draw Results","","79","PB5076","PB5076","Parker Mtn","Parker Mtn","703","703","703","703","703"
"PB5331","453","Mt Dutton/Paunsaugunt","Pronghorn","Limited Entry","Limited Entry","BONUS","Any Legal Weapon","Buck","False","STANDARD","Sept 12 2026 - Sept 20 2026","14.0","2.0","16.0","","24.0","21.0","87.5","2.3","3.6","Public","13.0","2.0","15.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","13","2","488","579","Bonus Point Draw Results","","15","PB5331","PB5331","Mt Dutton/Paunsaugunt","Mt Dutton/Paunsaugunt","453","453","453","453","453"
"PB5000","628","Beaver","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","10.0","1.0","11.0","","9.0","6.0","66.7","4.2","4.1","Public","11.0","1.0","12.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","10","1","409","500","Bonus Point Draw Results","","11","PB5000","PB5000","Beaver","Beaver","628","628","628","628","628"
"PB5001","667","Book Cliffs, Bitter Creek","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","13.0","1.0","14.0","","14.0","12.0","85.7","2.5","4.2","Public","13.0","1.0","14.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","13","1","410","501","Bonus Point Draw Results","","14","PB5001","PB5001","Book Cliffs, Bitter Creek","Book Cliffs, Bitter Creek","667","667","667","667","667"
"PB5002","15","Book Cliffs, South","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","7.0","1.0","8.0","","8.0","7.0","87.5","5.9","4.3","Public","8.0","1.0","9.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","7","1","411","502","Bonus Point Draw Results","","8","PB5002","PB5002","Book Cliffs, South","Book Cliffs, South","15","15","15","15","15"
"PB5003","24","Box Elder, Promontory","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","4.0","0.0","4.0","","2.0","0.0","0.0","11.5","2.0","Public","4.0","0.0","4.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","3","0","412","503","Bonus Point Draw Results","","3","PB5003","PB5003","Box Elder, Promontory","Box Elder, Promontory","24","24","24","24","24"
"PB5004","25","Box Elder, Puddle Valley","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","3.0","1.0","4.0","","3.0","3.0","100.0","2.3","4.7","Public","3.0","1.0","4.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","3","1","413","504","Bonus Point Draw Results","","4","PB5004","PB5004","Box Elder, Puddle Valley","Box Elder, Puddle Valley","25","25","25","25","25"
"PB5005","27","Box Elder, Snowville","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","9.0","1.0","10.0","","8.0","5.0","62.5","5.8","4.8","Public","9.0","1.0","10.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","9","1","414","505","Bonus Point Draw Results","","10","PB5005","PB5005","Box Elder, Snowville","Box Elder, Snowville","27","27","27","27","27"
"PB5006","755","Box Elder, West","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","9.0","1.0","10.0","","10.0","1.0","10.0","5.8","3.2","Public","10.0","1.0","11.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","9","1","415","506","Bonus Point Draw Results","","10","PB5006","PB5006","Box Elder, West","Box Elder, West","755","755","755","755","755"
"PB5008","81","Fillmore, Oak Creek South","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","13.0","2.0","15.0","","15.0","13.0","86.7","3.9","4.8","Public","15.0","2.0","17.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","12","2","416","507","Bonus Point Draw Results","","14","PB5008","PB5008","Fillmore, Oak Creek South","Fillmore, Oak Creek South","81","81","81","81","81"
"PB5009","688","La Sal, Potash/South Cisco","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","6.0","0.0","6.0","","6.0","4.0","66.7","7.3","4.8","Public","6.0","0.0","6.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","6","0","417","508","Bonus Point Draw Results","","6","PB5009","PB5009","La Sal, Potash/South Cisco","La Sal, Potash/South Cisco","688","688","688","688","688"
"PB5011","129","Nine Mile, Anthro-Myton Bench","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","30.0","3.0","33.0","","31.0","29.0","93.5","3.3","4.2","Public","30.0","3.0","33.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","29","3","418","509","Bonus Point Draw Results","","32","PB5011","PB5011","Nine Mile, Anthro-Myton Bench","Nine Mile, Anthro-Myton Bench","129","129","129","129","129"
"PB5012","289","North Slope, Three Corners/West Daggett","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","12.0","1.0","13.0","","13.0","9.0","69.2","6.2","3.5","Public","10.0","1.0","11.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","12","1","419","510","Bonus Point Draw Results","","13","PB5012","PB5012","North Slope, Three Corners/West Daggett","North Slope, Three Corners/West Daggett","289","289","289","289","289"
"PB5013","636","Pine Valley","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","7.0","1.0","8.0","","8.0","5.0","62.5","9.5","4.0","Public","7.0","1.0","8.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","7","1","420","511","Bonus Point Draw Results","","8","PB5013","PB5013","Pine Valley","Pine Valley","636","636","636","636","636"
"PB5015","194","San Rafael, North","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","20.0","2.0","22.0","","20.0","15.0","75.0","7.2","4.1","Public","21.0","2.0","23.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","19","2","421","512","Bonus Point Draw Results","","21","PB5015","PB5015","San Rafael, North","San Rafael, North","194","194","194","194","194"
"PB5016","461","Diamond Mtn/Bonanza","Pronghorn","Limited Entry","Limited Entry","BONUS","Archery","Buck","False","STANDARD","Aug 15 2026 - Sept 11 2026","17.0","2.0","19.0","","18.0","14.0","77.8","3.1","4.0","Public","17.0","2.0","19.0","FULL_SPLIT","","","","True","False","False","pronghorn buck.xlsx","hunt_join_2025.1.csv","official_uploaded_source","COMPLETE","17","2","422","513","Bonus Point Draw Results","","19","PB5016","PB5016","Diamond Mtn/Bonanza","Diamond Mtn/Bonanza","461","461","461","461","461"
